sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
207,day1/members/bjorn/18_0340.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
207,day1/members/bjorn/18_0340.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
208,day1/members/cathal/08_0346.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
208,day1/members/cathal/08_0346.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
209,day1/members/cathal/09_0001.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
209,day1/members/cathal/09_0001.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
210,day1/members/cathal/12_0342.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
210,day1/members/cathal/12_0342.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
211,day1/members/florian/08_0717.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
211,day1/members/florian/08_0717.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
212,day1/members/florian/13_0133.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
212,day1/members/florian/13_0133.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
213,day1/members/klaus/09_0114.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
213,day1/members/klaus/09_0114.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
214,day1/members/klaus/10_0063.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
214,day1/members/klaus/10_0063.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
215,day1/members/klaus/17_0206.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
215,day1/members/klaus/17_0206.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
216,day1/members/luca/08_0069.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
216,day1/members/luca/08_0069.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
217,day1/members/luca/08_0225.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
217,day1/members/luca/08_0225.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
218,day1/members/luca/08_0716.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
218,day1/members/luca/08_0716.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
219,day1/members/luca/12_0078.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
219,day1/members/luca/12_0078.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
220,day1/members/luca/12_0168.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
220,day1/members/luca/12_0168.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
221,day1/members/luca/13_0044.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
221,day1/members/luca/13_0044.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
222,day1/members/luca/15_0236.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
222,day1/members/luca/15_0236.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
223,day1/members/luca/15_0372.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
223,day1/members/luca/15_0372.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
224,day1/members/luca/18_0040.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
224,day1/members/luca/18_0040.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
225,day1/members/onanong/08_0572.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
225,day1/members/onanong/08_0572.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
226,day1/members/onanong/08_0611.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
226,day1/members/onanong/08_0611.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
227,day1/members/onanong/10_0201.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
227,day1/members/onanong/10_0201.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
228,day1/members/onanong/14_0049.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
228,day1/members/onanong/14_0049.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
229,day1/members/stevan/08_0631.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
229,day1/members/stevan/08_0631.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
230,day1/members/stevan/10_0179.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
230,day1/members/stevan/10_0179.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
231,day1/members/werner/14_0048.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
231,day1/members/werner/14_0048.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
232,day1/members/werner/18_0484.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
232,day1/members/werner/18_0484.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
233,day2/members/allie/13_0355.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
233,day2/members/allie/13_0355.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
234,day2/members/bjorn/16_0250.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
234,day2/members/bjorn/16_0250.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
235,day2/members/bjorn/19_0429.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
235,day2/members/bjorn/19_0429.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
236,day2/members/cathal/12_0044.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
236,day2/members/cathal/12_0044.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
237,day2/members/cathal/19_0687.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
237,day2/members/cathal/19_0687.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
238,day2/members/florian/12_0020.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
238,day2/members/florian/12_0020.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
239,day2/members/florian/14_0324.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
239,day2/members/florian/14_0324.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
240,day2/members/florian/19_0363.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
240,day2/members/florian/19_0363.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
241,day2/members/klaus/10_0629.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
241,day2/members/klaus/10_0629.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
242,day2/members/klaus/12_0264.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
242,day2/members/klaus/12_0264.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
243,day2/members/klaus/18_0601.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
243,day2/members/klaus/18_0601.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
244,day2/members/luca/10_0654.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
244,day2/members/luca/10_0654.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
245,day2/members/luca/11_0416.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
245,day2/members/luca/11_0416.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
